Title,Description,Manifest,Year,Place
"Il gruppo Space Re(v)action","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8350/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8349/manifest.json","0",
"Abaco","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8348/manifest.json","0","Roma"
"Vigilando redimere","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8347/manifest.json","0","[n.d.]"
"Arrabal","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8353/manifest.json","0","Roma"
"Teatro Beat 72","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8352/manifest.json","1974","Roma"
"P.C.l.","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8354/manifest.json","1971","[n.d.]"
"The Guru Guru Groove","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8351/manifest.json","0","Roma"
"Teatro Abaco","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8358/manifest.json","0",
"Aule affollate?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8357/manifest.json","1973","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8356/manifest.json","0","Roma"
"Orestea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8355/manifest.json","0","Spoleto"
"Attività sociali 1970","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8362/manifest.json","1970","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8360/manifest.json","0",
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8361/manifest.json","0","[n.d.]"
"Premio Roma IV edizione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8359/manifest.json","1972","Roma"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8366/manifest.json","0","Roma"
"Spazio Zero e il Centro documentazione e lotta di classe","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8365/manifest.json","0","Roma"
"Festival 1972","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8364/manifest.json","1972",
"Le Grand Magic Circus est de retour","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8363/manifest.json","0",
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8370/manifest.json","1971","Roma"
"Perchè la nascita del collettivo controcultura","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8369/manifest.json","0","Roma"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8368/manifest.json","1973","Roma"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8367/manifest.json","0",
"Roberto Palazzi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8374/manifest.json","1973","Roma"
"Varieté, Varieté","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8373/manifest.json","1979","Roma"
"Teatrocirco","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8371/manifest.json","1973","Roma"
"Spazio Zero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8372/manifest.json","1972","Roma"
"Foglio settimanale in movimento","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8377/manifest.json","1977","[n.d.]"
"Giornale comunista dal Veneto","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8378/manifest.json","1976","[n.d.]"
"Re Nudo Pop Festival n°3","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8376/manifest.json","0","[n.d.]"
"Varieté Varieté!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8375/manifest.json","1978","[n.d.]"
"Il pensiero si forma in bocca","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8383/manifest.json","1977","[n.d.]"
"Viola!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8382/manifest.json","1977","[n.d.]"
"Zut","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8381/manifest.json","1977","[n.d.]"
"Disegni originali","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8379/manifest.json",,
"Viola","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8384/manifest.json","0","[n.d.]"
"Nessun dogma","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8387/manifest.json","0","[n.d.]"
"Duchamps Elyseées","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8386/manifest.json","1977","[n.d.]"
"Altrove","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8385/manifest.json","1978","[n.d.]"
"Maledetti indiani metropolitani","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8391/manifest.json","1977","[n.d.]"
"Pablo Echaurren","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8390/manifest.json","0","Roma"
"Lotta Continua","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8389/manifest.json","0","[n.d.]"
"Oask?!Ancora?!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8388/manifest.json","0","[n.d.]"
"Avete visto le ruspe?!!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8397/manifest.json","0","[n.d.]"
"Politika","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8394/manifest.json","1978","[n.d.]"
"Altrove","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8393/manifest.json","1978","[n.d.]"
"Dis/aggregazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8392/manifest.json","1978","[n.d.]"
"Proposta per una pubblicizzazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8401/manifest.json","0","[n.d.]"
"L`inferno é rosso","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8400/manifest.json","0","Roma"
"Galesini Gianna","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8399/manifest.json","1978","[n.d.]"
"Domenica II aprile","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8398/manifest.json","1976","Roma"
"Mein Tampf","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8405/manifest.json","0","Roma"
"La repressione non ci ha fermati!!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8404/manifest.json","1976","Roma"
"Milano 15-16-17 settembre","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8403/manifest.json","1978","Milano"
"Casa del desiderio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8402/manifest.json","0","[n.d.]"
"Oggi nel mondo piovono bombe","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8409/manifest.json","0","[n.d.]"
"Fate saltare la Casa Bianca","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8408/manifest.json","0","[n.d.]"
"Dio é lo stato","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8407/manifest.json","0","[n.d.]"
"Una radio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8406/manifest.json","0","Roma"
"Matteo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8413/manifest.json","0","Roma"
"Lo Zeppelin","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8412/manifest.json","0","[n.d.]"
"Aiuta a costruire un`Italia migliore","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8411/manifest.json","0","Milano"
"Quanti bambini hai ucciso oggi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8410/manifest.json","0","[n.d.]"
"Filmstudio 70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8417/manifest.json","1973","Roma"
"Contro i vampiri della droga","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8416/manifest.json","1975","[n.d.]"
"Pensieri di droga?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8415/manifest.json","0","[n.d.]"
"Per una stampa piena di vibrazioni","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8414/manifest.json","0","[n.d.]"
"Grande vita","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8421/manifest.json","0","[n.d.]"
"Stampa alternativa","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8420/manifest.json","0","Roma"
"Roman High","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8419/manifest.json","0","Roma"
"Suck","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8418/manifest.json","1969","[n.d.]"
"Sesso Libero","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8424/manifest.json","0","Roma"
"Che cosa é il caos sessuale?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8425/manifest.json","0","Napoli"
"I Palumbo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8423/manifest.json","0","[n.d.]"
"Scheda bianca","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8422/manifest.json","0","[n.d.]"
"Re Nudo concert","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8428/manifest.json","0","Milano"
"edizioni del Puzzclubdellemammedifamiglia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8427/manifest.json","1973","Milano"
"Fumetti critici","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8426/manifest.json","0","Milano"
"Dioniso Club","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8432/manifest.json","1968","Roma"
"Dionisio-Club","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8431/manifest.json","0","Roma"
"Dionisio Teatro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8430/manifest.json","1968","[n.d.]"
"Il Re Nudo Pop Festival","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8429/manifest.json","0","[n.d.]"
"Gruppo sperimentazione teatrale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8436/manifest.json","0","Roma"
"Contro il fermo di droga n.2","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8435/manifest.json","1975","Roma"
"5000 lire per un disco??!!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8434/manifest.json","1973","Roma"
"60mila a Piazza Navona","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8433/manifest.json","1975","Roma"
"Gazzetta ufficiale di Luca Patella","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8439/manifest.json","0","Roma"
"Incisione da Cartoons for the cause","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8440/manifest.json","0","Milano"
"Lunedí della musica contemporanea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8438/manifest.json","0","Roma"
"Impegno sociale e politico a teatro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8437/manifest.json","0","[n.d.]"
"Tano D`Amico","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8444/manifest.json","0","[n.d.]"
"L`isola dell`isola","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8443/manifest.json","0","[n.d.]"
"Docukento programmato (1)","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8442/manifest.json","1974","Cosenza"
"Lopera-strumento","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8441/manifest.json","1977","[n.d.]"
"Q11","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8448/manifest.json","1968","Roma"
"Un uomo venuto dal Sud","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8447/manifest.json","0","[n.d.]"
"Alice","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8446/manifest.json","0","[n.d.]"
"Foto Piero Marsili","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8445/manifest.json","0","[n.d.]"
"Q13","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8452/manifest.json","1968","Roma"
"Q","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8451/manifest.json","1967","Roma"
"Q3","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8450/manifest.json","1967","Roma"
"Q6","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8449/manifest.json","1967","Roma"
"Q16","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8455/manifest.json","1969","Roma"
"Q15","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8454/manifest.json","1969","Roma"
"Q17","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8456/manifest.json","1969","Roma"
"Q4","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8453/manifest.json","1968","Roma"
"Valle Giulia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8458/manifest.json","1968","Roma"
"La battaglia di Valle Giulia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8457/manifest.json","0","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8459/manifest.json","1969","[n.d.]"
"Paese Sera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8462/manifest.json","1968","[n.d.]"
"Paese Sera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8461/manifest.json","1968","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8460/manifest.json","1971","[n.d.]"
"Punkzine","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8465/manifest.json","1984","Milano"
"Colditz","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8466/manifest.json","1978","[n.d.]"
,"","",,
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8463/manifest.json","0","Milano"
"Quaderno","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8470/manifest.json","0","[n.d.]"
"Soundblast","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8469/manifest.json","0","[n.d.]"
"6 sei obscene","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8468/manifest.json","0","[n.d.]"
"Punkontainer","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8467/manifest.json","0","Genova"
"OASK?!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8474/manifest.json","0","[n.d.]"
"La scatola rossa","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8473/manifest.json","0","[n.d.]"
"Macchine coniugi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8472/manifest.json","0","[n.d.]"
"Rrouge Selavy","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8471/manifest.json","0","[n.d.]"
"3 buone maniere per guardare dentro la realtá","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8477/manifest.json","0","[n.d.]"
"Gruppostanza","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8476/manifest.json","1970","[n.d.]"
"Pablo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8475/manifest.json","0","Roma"
"Gruppo Stanza","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8478/manifest.json","0","[n.d.]"
"Il Bene","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8480/manifest.json","1978","[n.d.]"
"Aborti si nasce","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8479/manifest.json","1975","[n.d.]"
"Gruppo Stanza","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8481/manifest.json",,"[n.d.]"
"Settantadue","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8482/manifest.json","1969","Firenze"
"Settantuno","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8485/manifest.json","0","Firenze"
"Speciale 1 anno","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8484/manifest.json","1977","Torino"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8483/manifest.json","0","[n.d.]"
"Vasesia Fix","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8488/manifest.json","0","[n.d.]"
"Sabot/age","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8489/manifest.json","0","[n.d.]"
"Il divorzio genera disordine e immoralitá","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8487/manifest.json","1974","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8486/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8493/manifest.json","1978","Milano"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8492/manifest.json","1978","Milano"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8491/manifest.json","1978","[n.d.]"
"Gasometro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8490/manifest.json","0","Roma"
"NON","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8496/manifest.json","0","[n.d.]"
"Quaderno di Pablo Echaurren","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8497/manifest.json","0","[n.d.]"
"Mettete l`erba nei vostri cannoni","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8495/manifest.json","0","[n.d.]"
,"","",,
"Proposta per una pubblicizzazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8501/manifest.json","0","Roma"
"Shabadabadà","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8500/manifest.json","0","[n.d.]"
"Il Dada é tratto","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8499/manifest.json","0","[n.d.]"
"Abecedario","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8498/manifest.json","1977","[n.d.]"
"Metodologia di intervento urbano","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8505/manifest.json","1974","[n.d.]"
"Nicola Carrino","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8504/manifest.json","1977","Suzarra"
,"","",,
"Trousse","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8502/manifest.json","0","Roma"
"Quotidiana di poesia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8506/manifest.json","1979","Roma"
"Quotidiana di poesia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8507/manifest.json","1979","Roma"
"Premessa / Preme essa : ( para la noia?!)","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8509/manifest.json","1975","Roma"
"La mostra incessante per il Cile","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8510/manifest.json","1975","Milano"
"Libro io sono qui","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8508/manifest.json","1972","Roma"
,"","",,
"Aspetti e problemi dell`arte contemporanea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8512/manifest.json","1974","Roma"
"Lavoro liberato","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8513/manifest.json","1975","[n.d.]"
"Il Teatro femminista","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8514/manifest.json","1976","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8518/manifest.json","1977","Bologna"
"Agenda numero 1","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8517/manifest.json","1977","Bologna"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8516/manifest.json","1977","Bologna"
"Archivio anni `70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8515/manifest.json","1999","[n.d.]"
,"","",,
"Pour l`abolition de l`esclavage salarié","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8521/manifest.json","1978","Parigi"
,"","",,
,"","",,
